GSMID,UID,Name,GSEID,GEO Sample Description
GSM366061,D017114,"Liver Failure, Acute",GSE14668,explanted liver Patient 2 (HBV-associated acute liver failure) - 1|specimen obtained from explanted liver Patient 2|tissue: liver|origin: HBV-associated acute liver failure
GSM366062,D017114,"Liver Failure, Acute",GSE14668,explanted liver Patient 2 (HBV-associated acute liver failure) - 2|specimen obtained from explanted liver Patient 2|tissue: liver|origin: HBV-associated acute liver failure
GSM366063,D017114,"Liver Failure, Acute",GSE14668,explanted liver Patient 2 (HBV-associated acute liver failure) - 4|specimen obtained from explanted liver Patient 2|tissue: liver|origin: HBV-associated acute liver failure
GSM366064,D017114,"Liver Failure, Acute",GSE14668,explanted liver Patient 2 (HBV-associated acute liver failure) - 3|specimen obtained from explanted liver Patient 2|tissue: liver|origin: HBV-associated acute liver failure
GSM366065,D000000,Control,GSE14668,liver donor 16|specimen obtained from liver donor 16|tissue: liver|origin: liver donor
GSM366066,D000000,Control,GSE14668,liver donor 60|specimen obtained from liver donor 60|tissue: liver|origin: liver donor
GSM366067,D000000,Control,GSE14668,liver donor 62|specimen obtained from liver donor 62|tissue: liver|origin: liver donor
GSM366068,D000000,Control,GSE14668,liver donor 37|specimen obtained from liver donor 37|tissue: liver|origin: liver donor
GSM366069,D000000,Control,GSE14668,liver donor 18|specimen obtained from liver donor 18|tissue: liver|origin: liver donor
GSM366070,D000000,Control,GSE14668,liver donor 8|specimen obtained from liver donor 8|tissue: liver|origin: liver donor
GSM366071,D000000,Control,GSE14668,liver donor 20|specimen obtained from liver donor 20|tissue: liver|origin: liver donor
GSM366072,D000000,Control,GSE14668,liver donor 29|specimen obtained from liver donor 29|tissue: liver|origin: liver donor
GSM368484,D017728,"Lymphoma, Large-Cell, Anaplastic",GSE14879,ALK- ALCL 1
GSM368486,D017728,"Lymphoma, Large-Cell, Anaplastic",GSE14879,ALK- ALCL 2
GSM368487,D017728,"Lymphoma, Large-Cell, Anaplastic",GSE14879,ALK- ALCL 3
GSM368491,D017728,"Lymphoma, Large-Cell, Anaplastic",GSE14879,ALK- ALCL 4
GSM368499,D017728,"Lymphoma, Large-Cell, Anaplastic",GSE14879,ALK+ ALCL 1
GSM368506,D017728,"Lymphoma, Large-Cell, Anaplastic",GSE14879,ALK+ ALCL 2
GSM368519,D017728,"Lymphoma, Large-Cell, Anaplastic",GSE14879,ALK+ ALCL 3
GSM368565,D017728,"Lymphoma, Large-Cell, Anaplastic",GSE14879,ALK+ ALCL 4
GSM368566,D017728,"Lymphoma, Large-Cell, Anaplastic",GSE14879,ALK+ ALCL 5
GSM368580,D054446,"Lymphoma, Primary Cutaneous Anaplastic Large Cell",GSE14879,cALCL 2
GSM368582,D054446,"Lymphoma, Primary Cutaneous Anaplastic Large Cell",GSE14879,cALCL 3
GSM368584,D054446,"Lymphoma, Primary Cutaneous Anaplastic Large Cell",GSE14879,cALCL 4
GSM368586,D054446,"Lymphoma, Primary Cutaneous Anaplastic Large Cell",GSE14879,cALCL 5
GSM368589,D054446,"Lymphoma, Primary Cutaneous Anaplastic Large Cell",GSE14879,cALCL 6
GSM368591,D054446,"Lymphoma, Primary Cutaneous Anaplastic Large Cell",GSE14879,cALCL 7
GSM368594,D054446,"Lymphoma, Primary Cutaneous Anaplastic Large Cell",GSE14879,cALCL 1
GSM371114,D012516,Osteosarcoma,GSE14827,osteosarcoma biopsy sample OSR07|The total RNA from osteosarcoma|age: 19|gender: male|subtype: Osteoblastic|site1: Tibia|site2: Distal|chemotherapeutic response: good|development of metastasis: Yes
GSM371115,D012516,Osteosarcoma,GSE14827,osteosarcoma biopsy sample OSR13|The total RNA from osteosarcoma|age: 9|gender: female|subtype: Teleangiectatic|site1: Femur|site2: Proximal|chemotherapeutic response: poor|development of metastasis: Yes
GSM371116,D012516,Osteosarcoma,GSE14827,osteosarcoma biopsy sample OSR17|The total RNA from osteosarcoma|age: 13|gender: female|subtype: Osteoblastic|site1: Tibia|site2: Proximal|chemotherapeutic response: poor|development of metastasis: Yes
GSM371117,D012516,Osteosarcoma,GSE14827,osteosarcoma biopsy sample OSR18|The total RNA from osteosarcoma|age: 14|gender: male|subtype: Osteoblastic|site1: Tibia|site2: Proximal|chemotherapeutic response: poor|development of metastasis: No
GSM371118,D012516,Osteosarcoma,GSE14827,osteosarcoma biopsy sample OSR20|The total RNA from osteosarcoma|age: 12|gender: male|subtype: Osteoblastic|site1: Femur|site2: Distal|chemotherapeutic response: poor|development of metastasis: No
GSM371119,D012516,Osteosarcoma,GSE14827,osteosarcoma biopsy sample OSR24|The total RNA from osteosarcoma|age: 14|gender: female|subtype: Osteoblastic|site1: Femur|site2: Distal|chemotherapeutic response: good|development of metastasis: No
GSM371120,D012516,Osteosarcoma,GSE14827,osteosarcoma biopsy sample OSR25|The total RNA from osteosarcoma|age: 13|gender: male|subtype: Osteoblastic|site1: Femur|site2: Distal|chemotherapeutic response: good|development of metastasis: Yes
GSM371121,D012516,Osteosarcoma,GSE14827,osteosarcoma biopsy sample OSR26|The total RNA from osteosarcoma|age: 19|gender: male|subtype: Osteoblastic|site1: Femur|site2: Distal|chemotherapeutic response: poor|development of metastasis: Yes
GSM371122,D012516,Osteosarcoma,GSE14827,osteosarcoma biopsy sample OSR27|The total RNA from osteosarcoma|age: 15|gender: female|subtype: Osteoblastic|site1: Femur|site2: Distal|chemotherapeutic response: good|development of metastasis: No
GSM371123,D012516,Osteosarcoma,GSE14827,osteosarcoma biopsy sample OSR28|The total RNA from osteosarcoma|age: 9|gender: female|subtype: Osteoblastic|site1: Tibia|site2: Proximal|chemotherapeutic response: good|development of metastasis: No
GSM371124,D012516,Osteosarcoma,GSE14827,osteosarcoma biopsy sample OSR32|The total RNA from osteosarcoma|age: 19|gender: male|subtype: Osteoblastic|site1: Femur|site2: Distal|chemotherapeutic response: poor|development of metastasis: No
GSM371125,D012516,Osteosarcoma,GSE14827,osteosarcoma biopsy sample OSR35|The total RNA from osteosarcoma|age: 19|gender: female|subtype: Fibroblastic|site1: Tibia|site2: Distal|chemotherapeutic response: good|development of metastasis: No
GSM371126,D012516,Osteosarcoma,GSE14827,osteosarcoma biopsy sample OSR39|The total RNA from osteosarcoma|age: 18|gender: male|subtype: Osteoblastic|site1: Tibia|site2: Distal|chemotherapeutic response: good|development of metastasis: No
GSM371127,D012516,Osteosarcoma,GSE14827,osteosarcoma biopsy sample OSR45|The total RNA from osteosarcoma|age: 21|gender: male|subtype: Osteoblastic|site1: Femur|site2: Distal|chemotherapeutic response: poor|development of metastasis: Yes
GSM371128,D012516,Osteosarcoma,GSE14827,osteosarcoma biopsy sample OSR46|The total RNA from osteosarcoma|age: 18|gender: male|subtype: Chondroblastic|site1: Femur|site2: Distal|chemotherapeutic response: poor|development of metastasis: No
GSM371129,D012516,Osteosarcoma,GSE14827,osteosarcoma biopsy sample OSR47|The total RNA from osteosarcoma|age: 14|gender: male|subtype: Chondroblastic|site1: Femur|site2: Proximal|chemotherapeutic response: poor|development of metastasis: No
GSM371130,D012516,Osteosarcoma,GSE14827,osteosarcoma biopsy sample OSR48|The total RNA from osteosarcoma|age: 8|gender: male|subtype: Osteoblastic|site1: Humerus|site2: Proximal|chemotherapeutic response: good|development of metastasis: No
GSM371131,D012516,Osteosarcoma,GSE14827,osteosarcoma biopsy sample OSR49|The total RNA from osteosarcoma|age: 24|gender: male|subtype: Osteoblastic|site1: Tibia|site2: Proximal|chemotherapeutic response: poor|development of metastasis: Yes
GSM371132,D012516,Osteosarcoma,GSE14827,osteosarcoma biopsy sample OSR50|The total RNA from osteosarcoma|age: 8|gender: female|subtype: Osteoblastic|site1: Tibia|site2: Proximal|chemotherapeutic response: poor|development of metastasis: No
GSM371133,D012516,Osteosarcoma,GSE14827,osteosarcoma biopsy sample OSE01|The total RNA from osteosarcoma|age: 14|gender: male|subtype: osteoblastic|site1: Femur|site2: Distal|chemotherapeutic response: poor|development of metastasis: No
GSM371134,D012516,Osteosarcoma,GSE14827,osteosarcoma biopsy sample OSE02|The total RNA from osteosarcoma|age: 38|gender: female|subtype: osteoblastic|site1: Femur|site2: Distal|chemotherapeutic response: good|development of metastasis: No
GSM371135,D012516,Osteosarcoma,GSE14827,osteosarcoma biopsy sample OSE05|The total RNA from osteosarcoma|age: 12|gender: male|subtype: chondroblastic|site1: Femur|site2: Distal|chemotherapeutic response: poor|development of metastasis: Yes
GSM371136,D012516,Osteosarcoma,GSE14827,osteosarcoma biopsy sample OSE08|The total RNA from osteosarcoma|age: 20|gender: female|subtype: osteoblastic|site1: Femur|site2: Proximal|chemotherapeutic response: poor|development of metastasis: No
GSM371137,D012516,Osteosarcoma,GSE14827,osteosarcoma biopsy sample OSE09|The total RNA from osteosarcoma|age: 16|gender: male|subtype: osteoblastic|site1: Tibia|site2: Proximal|chemotherapeutic response: poor|development of metastasis: No
GSM371138,D012516,Osteosarcoma,GSE14827,osteosarcoma biopsy sample OSE14|The total RNA from osteosarcoma|age: 25|gender: male|subtype: osteoblastic|site1: Humerus|site2: Distal|chemotherapeutic response: good|development of metastasis: No
GSM371139,D012516,Osteosarcoma,GSE14827,osteosarcoma biopsy sample OSE15|The total RNA from osteosarcoma|age: 15|gender: female|subtype: telangiectatic|site1: Femur|site2: Distal|chemotherapeutic response: good|development of metastasis: No
GSM371140,D012516,Osteosarcoma,GSE14827,osteosarcoma biopsy sample OSE16|The total RNA from osteosarcoma|age: 13|gender: male|subtype: osteoblastic|site1: Tibia|site2: Proximal|chemotherapeutic response: poor|development of metastasis: Yes
GSM371412,D000000,Control,GSE14879,CD4A_T1
GSM371417,D000000,Control,GSE14879,CD4A_T2
GSM371440,D000000,Control,GSE14879,Treg_T7
GSM371441,D000000,Control,GSE14879,Treg_T15
GSM371442,D000000,Control,GSE14879,Treg_T6
GSM371443,D000000,Control,GSE14879,Treg_T5
GSM371444,D000000,Control,GSE14879,Treg_T2
GSM371452,D000000,Control,GSE14879,CD4A_T3
GSM371637,D000000,Control,GSE14879,CD4A_T6
GSM371639,D000000,Control,GSE14879,CD4R_T1
GSM371640,D000000,Control,GSE14879,CD4R_T3
GSM371641,D000000,Control,GSE14879,CD4R_T2
GSM371646,D000000,Control,GSE14879,CD4R_T5
GSM371650,D000000,Control,GSE14879,CD4A_T5
GSM371652,D000000,Control,GSE14879,CD4R_T6
GSM371658,D000000,Control,GSE14879,CD30_T10
GSM371659,D000000,Control,GSE14879,CD30_T5
GSM371660,D000000,Control,GSE14879,CD30_T12
GSM371665,D000000,Control,GSE14879,CD30_T14
GSM371666,D000000,Control,GSE14879,CD30_T15
GSM371668,D000000,Control,GSE14879,NK_T8
GSM371671,D000000,Control,GSE14879,NK_T11
GSM371673,D000000,Control,GSE14879,NK_T12
GSM371677,D000000,Control,GSE14879,NK_T15
GSM371678,D000000,Control,GSE14879,NK_T17
GSM371679,D000000,Control,GSE14879,NKT_B1
GSM371680,D000000,Control,GSE14879,NKT_B2
GSM371681,D000000,Control,GSE14879,NKT_B3
GSM371682,D000000,Control,GSE14879,NKT_B4
GSM371683,D000000,Control,GSE14879,NKT_B5
GSM371684,D000000,Control,GSE14879,CD8A_T8
GSM371685,D000000,Control,GSE14879,CD8A_T11
GSM371686,D000000,Control,GSE14879,CD8A_T14
GSM371687,D000000,Control,GSE14879,CD8A_T17
GSM371688,D000000,Control,GSE14879,CD8A_T16
GSM371689,D000000,Control,GSE14879,CD8A_T15
GSM371708,D000000,Control,GSE14879,CD8R_T8
GSM371709,D000000,Control,GSE14879,CD8R_T11
GSM371710,D000000,Control,GSE14879,CD8R_T12
GSM371711,D000000,Control,GSE14879,CD8R_T15
GSM371712,D000000,Control,GSE14879,CD8R_T14
GSM372286,D000000,Control,GSE14905,"Normal Skin, Normal-1|Skin biopsy, normal|skin: normal"
GSM372287,D000000,Control,GSE14905,"Normal Skin, Normal-2|Skin biopsy, normal|skin: normal"
GSM372288,D000000,Control,GSE14905,"Normal Skin, Normal-3|Skin biopsy, normal|skin: normal"
GSM372289,D000000,Control,GSE14905,"Normal Skin, Normal-4|Skin biopsy, normal|skin: normal"
GSM372290,D000000,Control,GSE14905,"Normal Skin, Normal-5|Skin biopsy, normal|skin: normal"
GSM372291,D000000,Control,GSE14905,"Normal Skin, Normal-6|Skin biopsy, normal|skin: normal"
GSM372292,D000000,Control,GSE14905,"Normal Skin, Normal-7|Skin biopsy, normal|skin: normal"
GSM372293,D000000,Control,GSE14905,"Normal Skin, Normal-8|Skin biopsy, normal|skin: normal"
GSM372294,D000000,Control,GSE14905,"Normal Skin, Normal-9|Skin biopsy, normal|skin: normal"
GSM372295,D000000,Control,GSE14905,"Normal Skin, Normal-10|Skin biopsy, normal|skin: normal"
GSM372296,D000000,Control,GSE14905,"Normal Skin, Normal-11|Skin biopsy, normal|skin: normal"
GSM372297,D000000,Control,GSE14905,"Normal Skin, Normal-12|Skin biopsy, normal|skin: normal"
GSM372298,D000000,Control,GSE14905,"Normal Skin, Normal-13|Skin biopsy, normal|skin: normal"
GSM372299,D000000,Control,GSE14905,"Normal Skin, Normal-14|Skin biopsy, normal|skin: normal"
GSM372300,D000000,Control,GSE14905,"Normal Skin, Normal-15|Skin biopsy, normal|skin: normal"
GSM372301,D000000,Control,GSE14905,"Normal Skin, Normal-16|Skin biopsy, normal|skin: normal"
GSM372302,D000000,Control,GSE14905,"Normal Skin, Normal-17|Skin biopsy, normal|skin: normal"
GSM372303,D000000,Control,GSE14905,"Normal Skin, Normal-18|Skin biopsy, normal|skin: normal"
GSM372304,D000000,Control,GSE14905,"Normal Skin, Normal-19|Skin biopsy, normal|skin: normal"
GSM372305,D000000,Control,GSE14905,"Normal Skin, Normal-20|Skin biopsy, normal|skin: normal"
GSM372306,D000000,Control,GSE14905,"Normal Skin, Normal-21|Skin biopsy, normal|skin: normal"
GSM372307,D000000,Control,GSE14905,"Uninvolved Skin, NS-1|Skin biopsy, non-lesional|disease: psoriasis|skin: non-lesional"
GSM372308,D011565,Psoriasis,GSE14905,"Lesion Skin, LS-1|Skin biopsy, lesional|disease: psoriasis|skin: lesional"
GSM372309,D000000,Control,GSE14905,"Uninvolved Skin, NS-2|Skin biopsy, non-lesional|disease: psoriasis|skin: non-lesional"
GSM372310,D011565,Psoriasis,GSE14905,"Lesion Skin, LS-2|Skin biopsy, lesional|disease: psoriasis|skin: lesional"
GSM372311,D000000,Control,GSE14905,"Uninvolved Skin, NS-3|Skin biopsy, non-lesional|disease: psoriasis|skin: non-lesional"
GSM372312,D011565,Psoriasis,GSE14905,"Lesion Skin, LS-3|Skin biopsy, lesional|disease: psoriasis|skin: lesional"
GSM372313,D000000,Control,GSE14905,"Uninvolved Skin, NS-4|Skin biopsy, non-lesional|disease: psoriasis|skin: non-lesional"
GSM372314,D011565,Psoriasis,GSE14905,"Lesion Skin, LS-4|Skin biopsy, lesional|disease: psoriasis|skin: lesional"
GSM372315,D000000,Control,GSE14905,"Uninvolved Skin, NS-5|Skin biopsy, non-lesional|disease: psoriasis|skin: non-lesional"
GSM372316,D011565,Psoriasis,GSE14905,"Lesion Skin, LS-5|Skin biopsy, lesional|disease: psoriasis|skin: lesional"
GSM372317,D000000,Control,GSE14905,"Uninvolved Skin, NS-6|Skin biopsy, non-lesional|disease: psoriasis|skin: non-lesional"
GSM372318,D011565,Psoriasis,GSE14905,"Lesion Skin, LS-6|Skin biopsy, lesional|disease: psoriasis|skin: lesional"
GSM372319,D000000,Control,GSE14905,"Uninvolved Skin, NS-7|Skin biopsy, non-lesional|disease: psoriasis|skin: non-lesional"
GSM372320,D011565,Psoriasis,GSE14905,"Lesion Skin, LS-7|Skin biopsy, lesional|disease: psoriasis|skin: lesional"
GSM372321,D000000,Control,GSE14905,"Uninvolved Skin, NS-8|Skin biopsy, non-lesional|disease: psoriasis|skin: non-lesional"
GSM372322,D011565,Psoriasis,GSE14905,"Lesion Skin, LS-8|Skin biopsy, lesional|disease: psoriasis|skin: lesional"
GSM372323,D000000,Control,GSE14905,"Uninvolved Skin, NS-9|Skin biopsy, non-lesional|disease: psoriasis|skin: non-lesional"
GSM372324,D011565,Psoriasis,GSE14905,"Lesion Skin, LS-9|Skin biopsy, lesional|disease: psoriasis|skin: lesional"
GSM372325,D011565,Psoriasis,GSE14905,"Lesion Skin, LS-10|Skin biopsy, lesional|disease: psoriasis|skin: lesional"
GSM372326,D000000,Control,GSE14905,"Uninvolved Skin, NS-11|Skin biopsy, non-lesional|disease: psoriasis|skin: non-lesional"
GSM372327,D011565,Psoriasis,GSE14905,"Lesion Skin, LS-11|Skin biopsy, lesional|disease: psoriasis|skin: lesional"
GSM372328,D000000,Control,GSE14905,"Uninvolved Skin, NS-12|Skin biopsy, non-lesional|disease: psoriasis|skin: non-lesional"
GSM372329,D011565,Psoriasis,GSE14905,"Lesion Skin, LS-12|Skin biopsy, lesional|disease: psoriasis|skin: lesional"
GSM372330,D000000,Control,GSE14905,"Uninvolved Skin, NS-13|Skin biopsy, non-lesional|disease: psoriasis|skin: non-lesional"
GSM372331,D011565,Psoriasis,GSE14905,"Lesion Skin, LS-13|Skin biopsy, lesional|disease: psoriasis|skin: lesional"
GSM372332,D000000,Control,GSE14905,"Uninvolved Skin, NS-14|Skin biopsy, non-lesional|disease: psoriasis|skin: non-lesional"
GSM372333,D011565,Psoriasis,GSE14905,"Lesion Skin, LS-14|Skin biopsy, lesional|disease: psoriasis|skin: lesional"
GSM372334,D011565,Psoriasis,GSE14905,"Lesion Skin, LS-15|Skin biopsy, lesional|disease: psoriasis|skin: lesional"
GSM372335,D000000,Control,GSE14905,"Uninvolved Skin, NS-16|Skin biopsy, non-lesional|disease: psoriasis|skin: non-lesional"
GSM372336,D011565,Psoriasis,GSE14905,"Lesion Skin, LS-16|Skin biopsy, lesional|disease: psoriasis|skin: lesional"
GSM372337,D000000,Control,GSE14905,"Uninvolved Skin, NS-17|Skin biopsy, non-lesional|disease: psoriasis|skin: non-lesional"
GSM372338,D011565,Psoriasis,GSE14905,"Lesion Skin, LS-17|Skin biopsy, lesional|disease: psoriasis|skin: lesional"
GSM372339,D000000,Control,GSE14905,"Uninvolved Skin, NS-18|Skin biopsy, non-lesional|disease: psoriasis|skin: non-lesional"
GSM372340,D011565,Psoriasis,GSE14905,"Lesion Skin, LS-18|Skin biopsy, lesional|disease: psoriasis|skin: lesional"
GSM372341,D000000,Control,GSE14905,"Uninvolved Skin, NS-19|Skin biopsy, non-lesional|disease: psoriasis|skin: non-lesional"
GSM372342,D011565,Psoriasis,GSE14905,"Lesion Skin, LS-19|Skin biopsy, lesional|disease: psoriasis|skin: lesional"
GSM372343,D000000,Control,GSE14905,"Uninvolved Skin, NS-20|Skin biopsy, non-lesional|disease: psoriasis|skin: non-lesional"
GSM372344,D011565,Psoriasis,GSE14905,"Lesion Skin, LS-20|Skin biopsy, lesional|disease: psoriasis|skin: lesional"
GSM372345,D000000,Control,GSE14905,"Uninvolved Skin, NS-21|Skin biopsy, non-lesional|disease: psoriasis|skin: non-lesional"
GSM372346,D011565,Psoriasis,GSE14905,"Lesion Skin, LS-21|Skin biopsy, lesional|disease: psoriasis|skin: lesional"
GSM372347,D000000,Control,GSE14905,"Uninvolved Skin, NS-22|Skin biopsy, non-lesional|disease: psoriasis|skin: non-lesional"
GSM372348,D011565,Psoriasis,GSE14905,"Lesion Skin, LS-22|Skin biopsy, lesional|disease: psoriasis|skin: lesional"
GSM372349,D000000,Control,GSE14905,"Uninvolved Skin, NS-23|Skin biopsy, non-lesional|disease: psoriasis|skin: non-lesional"
GSM372350,D011565,Psoriasis,GSE14905,"Lesion Skin, LS-23|Skin biopsy, lesional|disease: psoriasis|skin: lesional"
GSM372351,D000000,Control,GSE14905,"Uninvolved Skin, NS-24|Skin biopsy, non-lesional|disease: psoriasis|skin: non-lesional"
GSM372352,D011565,Psoriasis,GSE14905,"Lesion Skin, LS-24|Skin biopsy, lesional|disease: psoriasis|skin: lesional"
GSM372353,D000000,Control,GSE14905,"Uninvolved Skin, NS-25|Skin biopsy, non-lesional|disease: psoriasis|skin: non-lesional"
GSM372354,D011565,Psoriasis,GSE14905,"Lesion Skin, LS-25|Skin biopsy, lesional|disease: psoriasis|skin: lesional"
GSM372355,D000000,Control,GSE14905,"Uninvolved Skin, NS-26|Skin biopsy, non-lesional|disease: psoriasis|skin: non-lesional"
GSM372356,D011565,Psoriasis,GSE14905,"Lesion Skin, LS-26|Skin biopsy, lesional|disease: psoriasis|skin: lesional"
GSM372357,D000000,Control,GSE14905,"Uninvolved Skin, NS-27|Skin biopsy, non-lesional|disease: psoriasis|skin: non-lesional"
GSM372358,D011565,Psoriasis,GSE14905,"Lesion Skin, LS-27|Skin biopsy, lesional|disease: psoriasis|skin: lesional"
GSM372359,D000000,Control,GSE14905,"Uninvolved Skin, NS-28|Skin biopsy, non-lesional|disease: psoriasis|skin: non-lesional"
GSM372360,D011565,Psoriasis,GSE14905,"Lesion Skin, LS-28|Skin biopsy, lesional|disease: psoriasis|skin: lesional"
GSM372361,D000000,Control,GSE14905,"Uninvolved Skin, NS-29|Skin biopsy, non-lesional|disease: psoriasis|skin: non-lesional"
GSM372362,D011565,Psoriasis,GSE14905,"Lesion Skin, LS-29|Skin biopsy, lesional|disease: psoriasis|skin: lesional"
GSM372363,D000000,Control,GSE14905,"Uninvolved Skin, NS-30|Skin biopsy, non-lesional|disease: psoriasis|skin: non-lesional"
GSM372364,D011565,Psoriasis,GSE14905,"Lesion Skin, LS-30|Skin biopsy, lesional|disease: psoriasis|skin: lesional"
GSM372365,D011565,Psoriasis,GSE14905,"Lesion Skin, LS-31|Skin biopsy, lesional|disease: psoriasis|skin: lesional"
GSM372366,D011565,Psoriasis,GSE14905,"Lesion Skin, LS-32|Skin biopsy, lesional|disease: psoriasis|skin: lesional"
GSM372367,D011565,Psoriasis,GSE14905,"Lesion Skin, LS-33|Skin biopsy, lesional|disease: psoriasis|skin: lesional"
GSM373956,D001281,Atrial Fibrillation,GSE14975,human left atrial_patient_1|human left atrial appendage - atrial fibrillation patient|tissue: left atrial appendage
GSM373957,D001281,Atrial Fibrillation,GSE14975,human left atrial_patient_2|human left atrial appendage - atrial fibrillation patient|tissue: left atrial appendage
GSM373958,D001281,Atrial Fibrillation,GSE14975,human left atrial_patient_3|human left atrial appendage - atrial fibrillation patient|tissue: left atrial appendage
GSM373959,D001281,Atrial Fibrillation,GSE14975,human left atrial_patient_4|human left atrial appendage - atrial fibrillation patient|tissue: left atrial appendage
GSM373960,D001281,Atrial Fibrillation,GSE14975,human left atrial_patient_5|human left atrial appendage - atrial fibrillation patient|tissue: left atrial appendage
GSM373961,D000000,Control,GSE14975,human left atrial_control_1|human left atrial appendage - control|tissue: left atrial appendage
GSM373962,D000000,Control,GSE14975,human left atrial_control_2|human left atrial appendage - control|tissue: left atrial appendage
GSM373963,D000000,Control,GSE14975,human left atrial_control_3|human left atrial appendage - control|tissue: left atrial appendage
GSM373964,D000000,Control,GSE14975,human left atrial_control_4|human left atrial appendage - control|tissue: left atrial appendage
GSM373965,D000000,Control,GSE14975,human left atrial_control_5|human left atrial appendage - control|tissue: left atrial appendage
GSM379859,D000000,Control,GSE15209,Normal Brain #4|Non-malignant human cortex sample|tissue: brain|condition: Primary biopsy|cell type: non-malignant|cell type: primary tissue|cell type: normal cortex
GSM379860,D000000,Control,GSE15209,NORM#12|Non-malignant human cortex sample|tissue: brain|condition: Primary biopsy|cell type: non-malignant|cell type: primary tissue|cell type: normal cortex
GSM379861,D000000,Control,GSE15209,NORM#31|Non-malignant human cortex sample|tissue: brain|condition: Primary biopsy|cell type: non-malignant|cell type: primary tissue|cell type: normal cortex
GSM379862,D000000,Control,GSE15209,Norm Brain#36|Non-malignant human cortex sample|tissue: brain|condition: Primary biopsy|cell type: non-malignant|cell type: primary tissue|cell type: normal cortex
GSM379863,D000000,Control,GSE15209,NORM#41|Non-malignant human cortex sample|tissue: brain|condition: Primary biopsy|cell type: non-malignant|cell type: primary tissue|cell type: normal cortex
GSM379864,D000000,Control,GSE15209,Norm Brain#102|Non-malignant human cortex sample|tissue: brain|condition: Primary biopsy|cell type: non-malignant|cell type: primary tissue|cell type: normal cortex
GSM380382,D001656,Biliary Atresia,GSE15235,Biliary Atresia Patient 1|Human Liver Wedge Biopsy|tissue: Liver Wedge Biopsy|molecular group: Fibrosis
GSM380383,D001656,Biliary Atresia,GSE15235,Biliary Atresia Patient 2|Human Liver Wedge Biopsy|tissue: Liver Wedge Biopsy|molecular group: Fibrosis
GSM380384,D001656,Biliary Atresia,GSE15235,Biliary Atresia Patient 3|Human Liver Wedge Biopsy|tissue: Liver Wedge Biopsy|molecular group: Fibrosis
GSM380385,D001656,Biliary Atresia,GSE15235,Biliary Atresia Patient 4|Human Liver Wedge Biopsy|tissue: Liver Wedge Biopsy|molecular group: Fibrosis
GSM380386,D001656,Biliary Atresia,GSE15235,Biliary Atresia Patient 5|Human Liver Wedge Biopsy|tissue: Liver Wedge Biopsy|molecular group: Fibrosis
GSM380387,D001656,Biliary Atresia,GSE15235,Biliary Atresia Patient 6|Human Liver Wedge Biopsy|tissue: Liver Wedge Biopsy|molecular group: Fibrosis
GSM380388,D001656,Biliary Atresia,GSE15235,Biliary Atresia Patient 7|Human Liver Wedge Biopsy|tissue: Liver Wedge Biopsy|molecular group: Fibrosis
GSM380389,D001656,Biliary Atresia,GSE15235,Biliary Atresia Patient 8|Human Liver Wedge Biopsy|tissue: Liver Wedge Biopsy|molecular group: Fibrosis
GSM380390,D001656,Biliary Atresia,GSE15235,Biliary Atresia Patient 9|Human Liver Wedge Biopsy|tissue: Liver Wedge Biopsy|molecular group: Fibrosis
GSM380391,D001656,Biliary Atresia,GSE15235,Biliary Atresia Patient 10|Human Liver Wedge Biopsy|tissue: Liver Wedge Biopsy|molecular group: Fibrosis
GSM380392,D001656,Biliary Atresia,GSE15235,Biliary Atresia Patient 11|Human Liver Wedge Biopsy|tissue: Liver Wedge Biopsy|molecular group: Fibrosis
GSM380393,D001656,Biliary Atresia,GSE15235,Biliary Atresia Patient 12|Human Liver Wedge Biopsy|tissue: Liver Wedge Biopsy|molecular group: Fibrosis
GSM380394,D001656,Biliary Atresia,GSE15235,Biliary Atresia Patient 13|Human Liver Wedge Biopsy|tissue: Liver Wedge Biopsy|molecular group: Fibrosis
GSM380395,D001656,Biliary Atresia,GSE15235,Biliary Atresia Patient 14|Human Liver Wedge Biopsy|tissue: Liver Wedge Biopsy|molecular group: Fibrosis
GSM380396,D001656,Biliary Atresia,GSE15235,Biliary Atresia Patient 15|Human Liver Wedge Biopsy|tissue: Liver Wedge Biopsy|molecular group: Fibrosis
GSM380397,D001656,Biliary Atresia,GSE15235,Biliary Atresia Patient 16|Human Liver Wedge Biopsy|tissue: Liver Wedge Biopsy|molecular group: Fibrosis
GSM380398,D001656,Biliary Atresia,GSE15235,Biliary Atresia Patient 17|Human Liver Wedge Biopsy|tissue: Liver Wedge Biopsy|molecular group: Fibrosis
GSM380399,D001656,Biliary Atresia,GSE15235,Biliary Atresia Patient 18|Human Liver Wedge Biopsy|tissue: Liver Wedge Biopsy|molecular group: Fibrosis
GSM380400,D001656,Biliary Atresia,GSE15235,Biliary Atresia Patient 19|Human Liver Wedge Biopsy|tissue: Liver Wedge Biopsy|molecular group: Fibrosis
GSM380401,D001656,Biliary Atresia,GSE15235,Biliary Atresia Patient 20|Human Liver Wedge Biopsy|tissue: Liver Wedge Biopsy|molecular group: Fibrosis
GSM380402,D001656,Biliary Atresia,GSE15235,Biliary Atresia Patient 21|Human Liver Wedge Biopsy|tissue: Liver Wedge Biopsy|molecular group: Fibrosis
GSM380403,D001656,Biliary Atresia,GSE15235,Biliary Atresia Patient 22|Human Liver Wedge Biopsy|tissue: Liver Wedge Biopsy|molecular group: Fibrosis
